,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
52,5,5,4,4,5,5,4,5,5,5,5,5,4,4,4,5,5,5,4,4,4,5,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
53,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4,3,5,5,5,4,5,5,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,4,5,5,5,4,5,4,4,5,5,5,4,4,4,4,3,5,5,5,5,4,5,3,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
55,5,4,4,4,5,4,4,4,5,5,5,4,4,5,5,4,3,3,4,4,5,4,4,4,4,3,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,5,4,5,5,5,5,4,4,3,4,4,4,4,5,5,5,3,3,3,4,5,4,4,4,4,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,5,5,5,4,4,5,5,4,3,4,5,4,4,5,4,4,3,4,4,4,4,5,5,5,4,4,4,3,4,4,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,4,5,4,5,5,5,5,5,3,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,4,5,4,3,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
59,4,5,5,5,5,4,5,4,3,4,5,4,5,5,5,5,4,3,4,5,4,4,5,4,5,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
60,5,4,5,4,5,5,5,5,3,4,4,4,5,4,3,5,4,3,2,1,5,4,5,5,5,5,4,5,5,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,5,5,5,5,4,4,5,5,3,4,4,5,4,4,4,5,5,3,2,1,5,5,5,4,4,5,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
62,5,4,5,5,5,5,4,4,3,5,5,5,4,4,5,4,5,3,2,2,4,4,4,4,5,5,4,4,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,4,5,4,4,5,5,4,4,4,4,4,5,4,5,5,4,4,3,3,2,4,4,4,4,5,4,5,4,4,4,2,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1
64,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,4,5,3,3,2,5,5,5,4,5,5,4,4,5,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,4,5,4,5,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4,2,3,5,5,5,4,4,5,4,4,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,5,4,5,4,4,4,4,4,4,5,5,4,5,4,3,5,5,4,5,3,3,4,5,5,4,5,4,4,3,3,5,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
67,4,5,5,4,4,5,5,4,5,5,4,4,4,4,3,4,4,5,4,3,2,4,5,4,4,5,5,4,3,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,5,5,5,5,5,4,3,2,4,5,5,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1
69,5,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,4,5,4,4,2,4,4,4,4,3,4,4,4,3,4,5,5,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2
70,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,3,5,4,5,5,3,5,4,5,3,5,5,4,4,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1
71,5,4,5,4,5,4,4,4,5,4,5,5,5,4,4,5,4,4,5,4,3,5,5,4,5,3,4,5,5,4,4,4,5,4,4,3,3,3,2,1,1,2,2,1,1,1,1,1,1,1
72,4,4,5,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,4,5,4,4,4,5,4,3,3,5,5,5,5,5,4,5,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1
73,5,5,5,5,4,5,5,5,4,4,4,5,5,5,4,3,4,5,4,5,5,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,2,1,1,1,1,2,1,1,1,1,1,1
74,4,4,5,5,5,4,5,5,4,5,5,4,5,5,4,3,5,5,4,4,5,4,4,5,5,5,4,4,4,4,4,5,4,5,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1
75,4,5,5,5,5,5,4,4,5,4,4,4,4,5,5,4,5,4,4,5,4,4,4,4,5,4,5,4,4,4,4,5,4,5,5,4,4,3,4,2,2,1,1,1,2,2,1,1,1,1
76,5,5,4,4,4,4,4,5,4,4,4,4,5,4,4,5,5,4,5,5,5,5,4,5,4,4,4,4,5,4,5,5,4,4,5,5,5,3,5,2,1,2,2,2,1,1,1,1,1,1
77,4,4,5,5,5,4,4,4,5,4,5,5,5,5,4,5,4,5,4,5,4,4,4,5,5,5,5,5,4,5,4,4,4,4,5,4,5,4,5,3,1,1,1,1,1,1,1,1,1,1
78,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,5,4,4,4,2,1,1,1,2,2,1,1,1,1
79,4,5,5,4,4,5,5,4,5,4,4,5,5,4,5,5,4,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,3,2,1,1,1,1,1,1,1,1
80,4,4,5,4,4,4,5,5,4,5,4,4,4,4,4,5,4,5,5,4,5,4,5,5,4,5,4,5,4,4,4,3,4,5,5,5,5,4,5,5,4,2,1,1,1,1,1,1,1,1
81,5,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,3,4,5,4,4,5,4,4,4,4,5,5,5,4,5,5,5,4,2,1,1,1,1,2,1,1,1
82,4,5,4,4,4,5,4,4,4,5,5,4,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,5,5,4,5,4,4,5,5,5,4,5,4,4,4,3,1,1,1,1,2,2,2,1
83,4,5,5,5,4,5,4,5,4,4,5,4,4,4,4,5,5,5,5,4,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,5,4,4,4,5,5,3,1,1,1,1,1,1,1,2
84,5,5,4,4,4,4,5,4,5,5,4,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,3,2,2,2,1,1,2,1,1
85,4,5,5,4,4,5,4,5,4,5,5,5,4,5,4,4,4,5,5,4,4,5,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,5,4,5,5,3,2,2,1,2,1,1,1,1
86,4,5,5,5,5,5,4,5,4,4,4,5,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,4,4,4,5,4,4,4,5,4,3,3,2,2,1,2,2,2,1
87,5,4,4,5,4,4,4,4,5,4,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,4,5,4,5,5,4,4,5,5,4,4,5,5,5,4,4,4,3,3,2,1,1,1,2,2
88,5,5,5,5,4,5,4,5,5,5,5,5,4,4,4,3,4,5,5,5,4,4,5,4,4,4,3,5,4,5,4,5,5,5,5,4,4,4,5,4,4,4,4,3,2,2,1,1,1,2
89,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,3,4,4,4,4,5,5,5,4,5,5,3,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1
90,5,4,5,5,5,4,4,5,4,4,4,4,5,4,5,4,5,5,4,5,4,5,5,4,4,5,3,5,4,4,4,5,5,4,4,4,5,5,4,4,5,5,4,4,3,4,2,2,2,1
91,4,4,5,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,5,4,4,4,4,4,5,5,4,4,4,4,5,3,3,2,1,1,1
92,5,5,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,4,3,5,4,5,4,4,5,4,4,5,4,5,5,5,5,4,4,3,3,2,1,1,1
93,5,4,5,5,4,5,4,4,5,5,4,4,5,5,4,4,3,4,4,5,4,5,5,4,4,5,4,3,4,5,4,5,5,5,4,5,4,4,5,4,4,4,4,5,3,4,2,2,2,2
94,5,4,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,2,4,5,4,4,5,4,4,5,5,4,4,4,4,5,4,3,2,2,2,2,3
95,4,4,4,5,4,5,4,5,4,5,5,5,5,4,4,5,5,4,5,4,4,4,4,4,4,5,4,3,2,3,4,4,5,4,5,4,4,4,5,4,5,5,4,4,4,2,2,2,1,1
96,5,4,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,4,4,3,2,1,5,4,4,5,4,4,5,4,4,4,4,5,5,4,5,2,3,3,2,1
97,4,4,5,4,5,4,5,5,4,5,4,4,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,3,2,1,4,4,5,5,5,5,5,5,4,4,4,5,5,5,4,3,3,4,3,1
98,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,4,4,5,5,5,5,4,3,2,2,4,5,4,4,4,5,5,5,5,5,4,5,5,5,4,3,3,4,3,1
99,4,5,4,4,4,4,5,4,5,4,4,3,4,4,4,4,5,4,5,5,5,5,4,4,4,5,5,3,3,2,5,4,5,5,5,4,5,5,5,5,5,5,4,4,4,3,4,3,3,2
100,5,5,4,4,4,5,5,5,4,5,5,3,5,4,4,4,4,5,4,5,4,4,4,4,5,5,5,3,4,3,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,3,3,3
101,5,5,5,4,4,5,4,4,4,4,5,3,4,4,4,4,5,5,4,5,5,5,4,5,5,5,4,3,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,5,5,4,5,3,4,4
102,5,4,4,4,5,5,4,5,4,5,4,4,5,4,4,5,4,5,5,5,4,5,4,4,5,5,4,3,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,5
103,5,5,4,4,4,4,5,5,4,5,5,5,5,4,5,4,5,4,5,4,5,5,5,4,4,4,5,4,4,4,5,4,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,3,4,4
104,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,5,4,5,4,4,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,4,5,4,4,4,4,4,4,5,4,5,4,4,5
105,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,4,5,4,4,5,4,5,5,4,5,5,5,4,4,5,4,5,4,4,4,5,5,4,4,5
106,5,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,4,4,4,4,4,5,4,4,5,4,4,4,5
107,4,5,5,4,5,5,4,5,5,4,5,4,4,4,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,5,5,4,5,5,4,5,5,4,5,5,4,4,4,5,4,5,4,4,5,4
108,4,5,4,4,5,5,5,4,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,4,4,5,4,5,4,5,4,5,4,5,5,4,5,5,4,5,4,4,4,4,4,4,5,5,5,4
109,4,4,5,4,5,5,4,4,5,5,4,4,4,5,4,5,5,4,4,4,5,5,5,4,3,5,5,5,5,4,5,5,4,4,5,4,5,4,5,5,4,4,5,5,5,4,4,4,3,5
110,4,4,4,4,5,5,5,5,5,4,4,5,4,4,5,4,4,4,5,5,4,4,4,5,3,4,5,5,5,4,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4,5,5,5,3,5
111,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4,5,5,4,4,5,4,5,5,4,4,5,5,4,5,4,3,5,5,5,4,4,4,4,4,5,4,5,3,3
112,4,5,5,4,4,4,4,5,4,4,4,4,4,5,5,4,5,4,4,4,4,5,4,5,5,5,5,4,5,5,5,4,4,5,4,5,3,4,4,4,5,4,5,4,4,4,5,4,4,3
113,4,5,5,4,5,5,4,5,4,4,5,4,4,5,4,4,4,4,5,5,4,4,5,5,4,5,4,5,5,5,4,5,4,4,4,5,4,4,4,4,4,4,5,5,4,5,5,4,5,4
114,5,4,5,5,4,5,4,5,4,5,5,5,5,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,3,5,4,5,5,4,4,4,4,4,5,5,5,5,4,5,4,5,4,4,5,5
115,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,5,4,5,4,5,5,4,5,5,5,4,4,5,3,5,5,5,5,4,4,3,5,5,4,5,4,5,4,5,5,5,5,5,4,4
116,4,5,4,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,4,5,4,4,4,5,4,5,5,3,4,5,5,5,5,5,3,4,5,5,5,4,4,4,4,5,4,5,5,5,5
117,5,4,5,4,5,5,5,5,5,4,4,5,4,4,4,5,4,5,4,4,5,4,5,5,4,5,4,5,3,4,4,3,5,4,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,4
118,5,4,4,4,5,5,4,4,4,5,4,5,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,4,4,4,3,5,4,5,5,4,5,4,5,4,4,4,4,5,4,4,4,5,5
119,5,5,5,4,4,4,5,5,4,5,4,4,4,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,5,4,5,4,3,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,5,5
120,5,5,5,5,5,4,4,4,4,4,5,4,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,5,3,4,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,4
121,4,5,5,5,4,4,4,5,4,5,4,4,4,5,5,4,5,5,4,5,5,5,5,4,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5
122,5,4,4,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,5,4,5,5,4,4,5,5,4,4,5,4,5,4,4,4,5,5,4,5,5,4,5,5,5,5,4,5,5,4,3,5
123,5,5,5,4,4,4,4,4,5,5,4,4,4,5,5,4,4,5,5,4,4,5,4,5,4,5,5,4,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,5
124,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,5,5,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4
125,5,4,5,4,4,5,4,4,5,5,5,5,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4
126,4,4,4,5,4,4,5,4,4,5,5,4,5,5,4,4,4,4,5,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,5,5,5,5,4,5,5,4,4,5,5,5
127,5,4,5,5,4,4,5,4,5,5,5,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,5,4,4,5
128,4,4,4,4,5,4,5,5,5,5,4,5,4,5,5,4,3,5,5,4,4,3,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,4,4,3
129,5,5,4,5,4,4,4,4,5,4,4,5,4,4,5,4,3,4,4,4,5,3,4,5,5,4,5,4,5,5,4,4,5,4,5,4,5,4,3,4,4,4,5,4,4,4,5,5,4,4
130,4,5,5,4,4,5,5,4,4,4,4,5,5,4,4,4,3,3,4,5,5,3,4,5,5,4,5,5,4,5,5,5,5,4,4,5,5,4,4,4,4,5,4,5,5,5,4,4,4,5
131,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,4,4,4,5,5,5,4,3
132,5,5,4,4,5,4,4,5,4,5,5,5,4,5,5,4,5,3,4,4,5,3,5,5,4,4,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,4,4,4,5,4,4,5,4,3
133,4,5,4,5,4,4,4,4,5,4,4,3,5,5,4,4,4,4,4,4,5,4,5,5,5,4,5,4,5,4,4,3,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,4,4
134,5,4,4,4,4,4,4,5,5,4,5,3,5,4,4,4,5,5,4,4,4,5,4,5,4,5,5,5,4,4,5,3,2,5,4,4,3,5,5,4,4,5,5,5,4,5,5,4,5,5
